Subject ID:, Run Polar:, Run Ecc:, Run Bars:, Polar no. of cycles:, Polar cycle duration:, Eccentricity no. of cycles:, Eccentricity cycle duration:, Bar no. of sweeps:, Bar sweep duration:
IG_PILOTBars1_SES01, No, No, Yes, 18, 42.667, 15, 51.333, 16, 20
Baseline Duration preceding and following stimualtion: 12 secs
Time, pa_cycle_count, time_through_pa_cycle, pa_angle, ecc_cycle_count, time_through_ecc_cycle, ecc_inner_rad, bar_sweep_count, time_through_bar_sweep, bar_drift_position, bar_orientation, fixation_orientation
31.81, 0, 19.81, 166,                              0, 19.81, 147,                              0, 19.81, 857, 0.0,                              0
31.91, 0, 19.9, 167,                              0, 19.9, 148,                              0, 19.9, 861, 0.0,                              0
32.0, 0, 20.0, 167,                              0, 20.0, 149,                              0, 20.0, 865, 0.0,                              0
32.08, 0, 20.07, 168,                              0, 20.07, 149,                              1, 0.05, 868, 22.5,                              0
32.16, 0, 20.15, 169,                              0, 20.15, 150,                              1, 0.13, 3, 22.5,                              0
32.25, 0, 20.24, 170,                              0, 20.24, 151,                              1, 0.23, 7, 22.5,                              0
32.33, 0, 20.32, 170,                              0, 20.32, 151,                              1, 0.3, 10, 22.5,                              0
32.42, 0, 20.41, 171,                              0, 20.41, 152,                              1, 0.4, 14, 22.5,                              0
32.5, 0, 20.49, 172,                              0, 20.49, 152,                              1, 0.47, 18, 22.5,                              0
32.59, 0, 20.59, 172,                              0, 20.59, 153,                              1, 0.57, 22, 22.5,                              45
32.69, 0, 20.68, 173,                              0, 20.68, 154,                              1, 0.66, 26, 22.5,                              45
32.77, 0, 20.76, 174,                              0, 20.76, 154,                              1, 0.74, 29, 22.5,                              45
32.85, 0, 20.84, 175,                              0, 20.84, 155,                              1, 0.82, 33, 22.5,                              45
32.93, 0, 20.92, 175,                              0, 20.92, 156,                              1, 0.9, 36, 22.5,                              45
33.01, 0, 21.0, 176,                              0, 21.0, 156,                              1, 0.98, 40, 22.5,                              45
